VIN,Year,Model,Condition,Price,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,State,Mileage
9380993,2018,Clarity Plug-In Hybrid Touring,Used,"$23,485",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,GA,31902
1795583,2022,Civic Si Base,Used,"$34,490",Blue,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,GA,1070
1691154,2019,Civic Si Base,Used,"$27,870",Black,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,GA,19882
7607632,2019,Odyssey EX-L,Used,"$30,945",Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,GA,51193
480085,2022,CR-V EX,Used,"$34,998",Silver,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SC,4299
3071988,2018,Ridgeline RTL-E,Used,"$32,326",Gray,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,OH,26911
8121134,2022,Accord Sport 2.0T,New,"$35,150",White,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,PA,4
141935,2021,Ridgeline RTL,Used,"$37,600",Radiant Red Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WV,17784
944149,2023,Odyssey Elite,New,"$51,420",Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,VA,6
7691452,2019,Passport Touring,Used,"$26,129",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,51580
8424728,2022,Pilot Sport,New,"$39,770",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,3
7581456,2021,Civic Sport,Used,"$24,990",Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,NC,31590
1325632,2016,Odyssey SE,Used,"$17,690",Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,FL,79581
7740251,2020,Passport Touring,Honda Certified,"$37,790",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,24680
5517536,2022,Accord Sport 1.5T,New,"$30,470",Platinum White,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,
9366131,2018,Pilot EX-L,Used,"$26,200",Gray,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,VA,65069
4970138,2022,Accord Sport 1.5T,New,"$29,075",Crystal Black Pearl,Black,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,0
5446246,2022,Accord Sport 1.5T,New,"$29,075",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,0
7810196,2022,Accord Sport SE,New,"$30,960",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MD,2
9561365,2007,Accord EX-L,Used,"$8,800",White,Beige,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,PA,155751
6655764,2021,Civic Sport,Used,"$23,700",Polished Metal Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,MD,41103
5870958,2022,Pilot Sport,New,Not Priced,Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,PA,10
1992819,2022,Accord LX 1.5T,New,"$28,010",Radiant Red Metallic,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,PA,5
2687168,2023,Ridgeline RTL-E,New,"$46,025",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed,3.5L V6 24V GDI SOHC,NJ,5
8691943,2022,Accord Hybrid Touring,Honda Certified,"$37,754",Gray,Black,Front-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,MA,9852
349322,2021,Civic EX,Used,"$26,700",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,ME,12137
8445253,2013,Civic Hybrid Base w/Leather (CVT),Used,"$10,456",Alabaster Silver Metallic,Gray,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 8V MPFI SOHC Hybrid,CA,116826
4600999,2022,HR-V EX,Used,"$26,416",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,CA,8622
561430,2022,HR-V LX,Used,"$24,087",Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,CA,10808
1485259,2021,Pilot Elite,Used,"$44,798",White,Tan,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,,25512
6468326,2022,HR-V EX,Used,"$25,802",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,CA,2139
8344821,2019,Accord Hybrid EX-L,Used,"$27,200",Gray,Gray,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,NV,48611
6208122,2023,HR-V EX-L,New,"$29,195",Deep Ocean Pearl,Black,FWD,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,CA,
1371247,2023,CR-V Hybrid Sport Touring,New,"$40,850",Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,CA,
918315,2023,HR-V Sport,New,"$29,150",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,NV,5
8660890,2023,CR-V Hybrid Sport Touring,New,"$40,240",Platinum White Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,OR,0
1106085,2014,CR-V EX-L,Used,"$16,999",Red,Gray,All-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,CO,131621
7592395,2021,Passport Sport,Used,"$31,500",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CO,9984
8068299,2022,Civic Touring,Used,"$30,992",Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MT,21250
4215735,2023,Ridgeline RTL,New,"$41,915",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,4
3620121,2022,Civic EX-L,New,"$28,688",NH 904M,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WY,10
957988,2012,Civic EX,Used,"$12,999",Polished Metal Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,WA,85453
545002,2023,Ridgeline RTL,New,"$43,470",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,10
9290284,2023,Ridgeline RTL,New,"$43,580",Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,10
9343925,2021,CR-V Hybrid Touring,Used,"$35,664",Obsidian Blue Pearl,Gray,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,TX,23701
2868540,2022,Accord Hybrid Sport,New,"$32,165",Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,TX,0
620896,2020,Pilot EX-L,Honda Certified,"$33,993",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,NE,35491
4331921,2019,Insight Touring,Used,"$26,699",White Orchid Pearl,Ivory,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,TX,25440
9103751,2020,CR-V Hybrid EX,Used,"$31,033",Black,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,AR,39378
5054399,2021,HR-V EX,Used,"$28,804",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,TX,22956
7999783,2018,Civic Sport,Honda Certified,"$19,500",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,ND,54541
9774217,2022,Accord Sport 1.5T,New,"$30,470",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,ND,14
5061549,2015,Pilot SE,Used,"$23,990",White,Gray,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,,53630
2350166,2018,Accord EX,Used,"$22,978",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MO,85439
6833662,2019,Insight Touring,Used,"$21,599",White Orchid Pearl,Ivory,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,,77000
2599752,2022,Accord Touring 2.0T,Honda Certified,"$37,495",Radiant Red Metallic,Ivory,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,MN,3833
729410,2023,HR-V Sport,New,"$29,614",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,MN,6
1909181,2020,Passport Sport,Honda Certified,"$31,499",Deep Scarlet Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MN,18936
6358229,2021,Accord Hybrid EX,Used,"$27,500",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,MO,52296
2125497,2022,Pilot Sport,Used,"$35,899",White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,LA,9322
2802994,2020,CR-V LX,Honda Certified,"$26,779",Platinum White Pearl,Ivory,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WI,27682
5037602,2021,Accord Hybrid Base,Used,"$26,995",Modern Steel Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,IL,26505
8746768,2018,Odyssey EX-L,Used,"$26,995",Silver,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,72119
7056496,2018,Odyssey Elite,Used,"$29,995",White,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,KY,74852
5287431,2021,Civic Sport,Used,"$26,992",Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WI,11550
7190466,2008,Civic LX,Used,"$4,995",Gold,Ivory,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,IL,231000
4695842,2019,Odyssey LX,Used,"$24,437",Lunar Silver Metallic,Mocha,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,66128
7011827,2023,Odyssey Elite,New,"$51,420",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,WI,4
8825293,2020,Pilot Touring 8-Passenger,Used,"$35,947",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,42631
1460484,2020,Pilot Touring 8-Passenger,Honda Certified,"$35,674",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,44439
6751832,2023,CR-V EX-L,New,"$37,450",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,7
9082568,2018,Ridgeline RTL-E,Used,"$30,452",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,WI,48583
1731609,2002,CR-V EX,Used,"$6,990",Silver,Gray,Four-wheel Drive,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,IN,172068
8575301,2017,Ridgeline RTL-E,Used,"$16,995",White,Beige,All-wheel Drive,Gasoline,6-SPEED A/T,V6 Cylinder Engine,KY,236492
1978197,2023,CR-V EX,New,"$34,250",Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TN,85
7510329,2023,CR-V EX-L,New,"$36,900",White,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,6
2165159,2022,CR-V Touring,Honda Certified,"$35,598",Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KY,8000
4869947,2023,CR-V EX,New,"$34,405",Urban Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,6
3039882,2022,Pilot Special Edition,New,"$44,600",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,GA,2857
426328,2021,Pilot Touring 7-Passenger,Honda Certified,"$38,295",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MI,28002
2854183,2023,CR-V EX,New,"$34,405",Canyon,Black,AWD,Gasoline,OTHER,1.5L I4 16V GDI DOHC Turbo,OH,2
3756934,2016,CR-V EX-L,Used,"$21,418",White Diamond Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,MI,64364
280592,2023,Ridgeline Black Edition,New,"$47,525",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,8
2156551,2022,CR-V Special Edition,Used,"$32,995",Radiant Red Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,11493
4719548,2022,CR-V EX,Used,"$30,985",Radiant Red Metallic,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,FL,19022
2713456,2010,Accord LX-P,Used,"$8,862",Basque Red Pearl,Ivory,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,FL,131000
9154668,2019,Odyssey EX-L,Used,"$30,199",Gray,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,49650
9079472,2021,HR-V EX,Used,"$23,999",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,FL,39000
6768773,2021,Passport Sport,Used,"$31,895",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,22463
1832744,2016,Pilot EX,Used,"$19,995",Silver,Silver,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,VA,89544
725103,2021,Pilot EX,Used,"$28,748",Silver,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,VA,42339
4830560,2023,CR-V EX,New,"$32,855",Meteorite Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,VA,3
371725,2017,Pilot EX,Used,"$20,799",Obsidian Blue Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,NY,107461
126498,2023,HR-V Sport,New,"$29,040",Urban Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,MD,75
8731047,2022,Passport Elite,New,"$47,620",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,DE,0
7935850,2022,Accord Sport 1.5T,New,"$30,470",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NJ,10
9515554,2005,Odyssey Touring,Used,"$6,333",Midnight Blue Metallic,Ivory,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,NJ,125015
6348427,2010,Civic Hybrid,Used,"$6,995",Silver,Blue,Front-wheel Drive,Hybrid,Automatic CVT,1.3L I4 8V MPFI SOHC Hybrid,NJ,129577
3067718,2012,CR-Z EX,Used,"$8,995",Black,Gray,Front-wheel Drive,Hybrid,6-Speed Manual,1.5L I4 16V MPFI SOHC Hybrid,NY,115568
5900752,2016,Pilot EX-L,Used,"$19,793",Black Forest Pearl,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,NY,75359
1266414,2022,CR-V Touring,Used,"$36,977",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NY,11640
8661199,2017,Civic Si,Used,"$22,784",White Orchid Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,CT,48283
3257499,2017,Accord Hybrid Base,Used,"$19,995",White Orchid Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,CT,64773
7821444,2020,Insight Touring,Used,"$25,329",Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,VT,52170
9980484,2023,Ridgeline Black Edition,New,"$48,990",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,15
8027936,2023,CR-V EX,New,"$36,750",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MA,15
3959772,2018,Civic Touring,Used,"$23,064",White,Black / Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MA,25072
3075121,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,CA,6
6762575,2023,Odyssey Sport,New,"$42,900",Gray,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,CA,
1825852,2013,CR-V EX-L,Used,"$19,590",Blue,Beige,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,,51493
3875191,2012,CR-V EX,Used,"$12,990",Blue,Blue,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,CA,156155
8386713,2019,Civic Si Base,Used,"$24,964",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,AZ,35474
5763244,2023,Ridgeline Black,New,"$53,915",Sonic Gray Pearl,Nh-877p/Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,CA,4
5352777,2022,Pilot Touring 7-Passenger,Used,"$42,988",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,8729
2026870,2023,Odyssey Touring,New,"$46,400",Platinum White,Black,FWD,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,10
259441,2019,Civic Si Base,Used,"$24,999",Gray,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,AZ,16825
1296045,2017,Civic LX,Used,"$17,950",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,AZ,73145
299738,2020,Pilot EX-L,Used,"$31,000",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,AZ,27152
7126318,2022,Passport Elite,New,"$46,655",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,TX,280
5874675,2019,Accord Sport,Used,"$23,998",San Marino Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CO,32088
5641762,2019,Passport Sport,Honda Certified,"$29,098",Black Copper Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,27509
4545539,2019,Civic LX,Used,"$20,980",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,WA,34286
7861609,2022,Pilot Sport,New,"$41,770",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,7
4249633,2022,Passport Elite,New,"$50,907",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WY,19
9800410,2017,Accord EX-L,Used,"$21,262",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,TX,44256
4091803,2023,Ridgeline RTL-E,New,"$49,320",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,NE,10
689706,2022,Ridgeline Black Edition,Used,"$43,342",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,7562
1912224,2017,Pilot Elite,Used,"$25,500",White Diamond Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,85329
8762473,2022,Accord Hybrid Sport,New,"$36,887",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,AR,13
9516601,2021,CR-V EX,Used,"$25,889",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,39034
2025018,2019,Accord LX,Used,"$22,999",Champagne Frost Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IA,29549
1816813,2009,Accord EX-L,Used,"$7,990",White,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,MN,130569
6812828,2021,Pilot Special Edition,Honda Certified,"$37,498",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MN,24442
2646688,2022,Pilot Sport,Honda Certified,"$36,995",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MN,6150
7384535,2023,Odyssey Touring,New,"$46,400",Platinum White Pearl,Black,FWD,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,IA,1
9592365,2014,Civic EX,Used,"$11,979",Crystal Black Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MN,139377
7930667,2021,Civic Sport,Used,"$24,998",Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,MN,12586
7042179,2022,Accord Hybrid Sport,Honda Certified,"$31,994",San Marino Red,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,MN,7862
4381875,2021,Pilot Special Edition,Used,"$37,591",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,22983
7178243,2022,Accord Hybrid Sport,Used,"$33,495",Radiant Red Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,IL,17217
3327918,2014,Pilot EX-L,Used,"$15,990",Gray,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,LA,101486
9316096,2021,Civic Sport Touring,Used,"$29,852",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WI,13881
7619497,2021,Pilot EX-L,Used,"$35,468",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,37077
1138852,2018,Clarity Plug-In Hybrid Base,Used,"$21,390",White,Beige,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,WI,80800
4387048,2021,Pilot Elite,Used,"$37,250",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,42019
9928956,2023,Ridgeline RTL-E,New,"$49,320",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,5
7791342,2020,Ridgeline RTL,Used,"$32,425",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,23649
6499482,2006,CR-V LX,Used,"$6,995",Silver Moss Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,IL,152664
6131920,2022,Pilot Sport,New,"$39,133",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IL,5
9989225,2021,CR-V EX,Honda Certified,"$28,053",Red,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,23717
3152241,2018,Ridgeline Sport,Used,"$27,590",Crystal Black Pearl,Black / Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,TN,54848
7541487,2019,Ridgeline RTL,Used,"$27,498",Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,TN,53638
158338,2014,Odyssey Touring Elite,Used,"$16,600",White Diamond Pearl,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,KY,139077
5165299,2021,CR-V LX,Honda Certified,"$28,999",Gray,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TN,17048
990448,2022,Civic Sport Touring,Honda Certified,"$29,835",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OH,12952
8026552,2021,Odyssey Elite,Honda Certified,"$44,016",Lunar Silver Metallic,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,OH,26352
4451047,2022,Passport EX-L,Used,"$35,500",Radiant Red Metallic II,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,GA,14703
2416053,2008,Pilot SE,Used,"$7,499",Burgundy,Gray,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,PA,155603
4224655,2021,Ridgeline RTL,Used,"$38,330",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,PA,16218
4141302,2022,Pilot Special Edition,New,"$44,205",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,3
5593727,2021,Ridgeline Sport,Used,"$36,000",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NC,17854
